nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
172	2	20	150	25	6	4	5	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	5.66473	-3.75939	
1	-1.28197	6.79812	
No.	x-cord	y-cord
152	-4.78223	-1.38101	
153	3.10572	1.60427	
154	2.08171	1.19829	
155	-0.483354	-6.10022	
156	3.3855	-2.56279	
157	-0.451308	0.605966	
158	-3.89328	0.964817	
159	0.505463	2.07414	
160	-2.59902	5.13182	
161	-0.0764016	-0.0564418	
162	0.545126	-0.059994	
163	3.43445	3.16545	
164	-6.67137	0.208477	
165	3.99663	-2.14408	
166	2.48168	-4.303	
167	0.000577328	-2.16025	
168	2.0417	0.551741	
169	-0.291981	0.0267855	
170	0.0874076	-0.85065	
171	-5.2272	-2.07199	
No.	p-weight	x-cord	y-cord	t-start	t-stop
52	3.07	-0.285688	1.60096	22260	29460
53	1.67	0.413139	1.43784	7140	14340
54	4.75	4.35159	0.101898	27600	34800
55	6.46	1.19993	0.440836	720	7920
56	3.34	-1.27961	1.17266	660	7860
57	1.45	-2.99235	-1.3593	1500	8700
58	1.07	-1.51343	-0.356456	16560	23760
59	6.34	0.270887	-0.175854	2640	9840
60	3.59	-2.45578	-1.01233	20520	27720
61	2.62	2.92801	0.728236	10920	18120
62	3.06	0.750016	0.198868	4800	12000
63	0.2	-1.41323	-4.37077	6300	13500
64	5.22	0.117854	3.33283	6720	13920
65	3.68	0.540911	0.641494	19140	26340
66	2.17	-2.66018	-1.16283	27180	34380
67	1.83	-0.755858	0.147998	3120	10320
68	4.99	-1.88645	-1.89304	22500	29700
69	2.72	0.0486827	0.0812985	5280	12480
70	5.49	1.37699	-2.54029	3840	11040
71	5.35	-0.400665	-0.579496	26520	33720
72	7.08	-1.39447	1.24391	8580	15780
73	1.92	-1.37722	5.59433	20940	28140
74	2.95	0.124022	0.18992	12540	19740
75	0.44	0.0206935	0.135302	3900	11100
76	2.18	0.904942	-1.21134	17940	25140
77	0.48	-2.85311	-0.881155	10980	18180
78	3.78	0.260902	-0.165989	15600	22800
79	3.53	0.666531	-1.42346	22440	29640
80	2.23	-2.00273	-0.498707	24600	31800
81	0.59	0.549672	-0.0435293	5820	13020
82	2.96	-0.774821	0.0528229	2100	9300
83	2.45	-0.179587	0.0718087	360	7560
84	4.28	0.175766	-0.185984	2880	10080
85	0.53	-1.09176	-1.50242	22140	29340
86	5.46	1.49731	-1.51979	4860	12060
87	7.47	-0.505159	-0.148993	15720	22920
88	6.16	0.0670872	0.0394412	12300	19500
89	0.11	-0.88017	-1.65382	16020	23220
90	2.63	0.315343	2.4675	14280	21480
91	3.52	-1.28041	2.0805	9480	16680
92	0.8	-0.0205051	0.53933	12540	19740
93	3.35	-1.68035	1.71186	14160	21360
94	6.99	0.759052	0.117878	27000	34200
95	2.2	-0.126642	-0.0197843	27960	35160
96	3.58	1.31458	1.61653	23880	31080
97	6.59	3.48463	0.522014	18960	26160
98	3.8	-4.79126	-0.329073	2520	9720
99	4.27	-2.42091	-1.05987	25320	32520
100	7.18	2.22519	-3.2768	600	7800
101	7.73	-0.931634	-0.017946	12420	19620
102	1.28	0.94969	-2.06772	15900	23100
103	1.84	0.107131	-0.0139481	7500	14700
104	6.42	0.882121	0.880412	2460	9660
105	5.51	0.514575	0.0612237	14220	21420
106	3.86	1.27924	-0.524844	1200	8400
107	3.4	-2.15098	-0.348427	21660	28860
108	0.93	-0.458224	1.0893	22740	29940
109	2.07	1.57864	2.21094	16560	23760
110	1.29	-1.41623	-1.90705	17940	25140
111	5.92	-1.71654	-0.446492	22140	29340
112	6.19	1.37327	-0.278649	13260	20460
113	2.38	1.0511	4.30152	26640	33840
114	0.11	-0.517691	1.56168	9120	16320
115	1.11	0.650213	-0.0886186	26640	33840
116	1.69	-0.00158903	0.0393368	28020	35220
117	1.33	-0.152165	0.255172	1200	8400
118	3.86	0.0585461	0.0392719	15420	22620
119	1.39	2.32695	-1.26336	1680	8880
120	4.23	-0.0241153	-0.0105504	19680	26880
121	5.03	1.58927	-0.518062	8640	15840
122	1.36	0.653124	1.23586	15660	22860
123	7.37	0.227281	1.59018	13380	20580
124	7.96	0.17555	2.46668	22260	29460
125	6.18	1.47064	-0.363037	3060	10260
126	7.21	2.88477	5.50676	120	7320
127	2.07	-0.137856	-0.255141	12960	20160
128	0.63	-6.05627	0.347617	28440	35640
129	6.05	1.51999	-0.786465	1620	8820
130	4.83	1.68972	-2.23669	23880	31080
131	5.28	0.328616	-1.09506	20700	27900
132	3.06	-0.452044	1.57931	1080	8280
133	0.93	-4.7765	-3.25986	1560	8760
134	6.97	0.538923	-2.8064	18660	25860
135	3.63	0.236904	-0.311848	4380	11580
136	2.65	2.44819	1.88157	9720	16920
137	4	0.679724	-1.25303	13320	20520
138	1.33	-2.69358	-1.27507	26820	34020
139	0.59	-1.15418	0.442222	8640	15840
140	3.25	0.403837	-0.5187	28500	35700
141	3.61	-1.73983	2.04397	10740	17940
142	6.3	2.3958	1.94676	15480	22680
143	7.9	0.446832	1.1261	23700	30900
144	0.56	-0.175597	-0.527512	22200	29400
145	1.15	-0.446126	1.03549	8700	15900
146	5.89	-1.0834	-0.309786	13680	20880
147	4.79	-1.10954	-1.27005	6300	13500
148	6.6	3.69476	3.06092	19440	26640
149	1.22	3.6328	0.44857	18720	25920
150	2.3	1.63596	1.16639	21480	28680
151	6.71	0.210983	0.306315	8220	15420
