nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
162	2	10	150	25	6	4	5	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-4.09549	5.48537	
1	-4.13162	6.01489	
No.	x-cord	y-cord
152	-5.9329	0.631763	
153	0.199148	0.0406428	
154	1.63779	1.62018	
155	-1.01919	1.40916	
156	5.49993	5.04507	
157	0.261989	-0.0675077	
158	-4.65734	-3.98835	
159	2.4372	0.581664	
160	-1.93012	0.196157	
161	1.42652	2.59409	
No.	p-weight	x-cord	y-cord	t-start	t-stop
94	6	-3.38628	1.93894	960	8160
95	3.1	-3.12437	-1.69138	4740	11940
96	3.25	-4.00082	-3.29204	3840	11040
97	5.35	-5.11533	-1.18058	7620	14820
98	6.22	-0.674271	3.38608	27480	34680
99	3.27	-1.04409	0.478065	9180	16380
100	5.25	0.223599	0.123977	6360	13560
101	7.64	-5.26436	0.671507	780	7980
102	7.64	-0.827692	2.66864	1260	8460
103	7.07	-0.632755	-2.55999	300	7500
104	6.01	-0.321185	-1.11037	16500	23700
105	3.37	-1.15077	1.96532	22020	29220
106	6.78	-0.121908	0.0156899	21240	28440
107	1.45	1.47614	1.09813	2160	9360
108	7.53	-0.00667448	0.0311076	24540	31740
109	2.62	0.113786	-0.154413	16200	23400
110	6.13	3.145	3.38538	60	7260
111	5.18	-2.3826	-1.09329	7320	14520
112	4.06	-2.29681	-0.698206	2880	10080
113	4.99	-2.23207	-2.31003	3480	10680
114	1.51	2.86081	-0.999798	18900	26100
115	6.03	1.81933	0.164563	6720	13920
116	5	0.980632	1.36133	10920	18120
117	2	-0.0716221	0.107953	18840	26040
118	7.09	0.249246	0.0664721	960	8160
119	5.5	0.10433	-0.0398958	4260	11460
120	3.91	-5.37012	-2.15236	3360	10560
121	6.48	2.93669	-0.836039	240	7440
122	3.67	-2.23215	0.946148	23520	30720
123	4.77	-2.19674	-1.99958	16500	23700
124	6.05	-0.161914	0.0542204	13740	20940
125	7.96	-0.980784	-0.199814	20220	27420
126	5.82	2.22234	0.248954	15060	22260
127	1.31	-0.381243	0.679492	7140	14340
128	7.3	-0.0874813	-0.165796	28440	35640
129	0.7	0.437198	-0.2883	12060	19260
130	3.18	-2.06412	-0.922143	13320	20520
131	3.71	-1.09792	0.682496	6180	13380
132	4.04	0.356906	-1.09411	4860	12060
133	6.86	-0.8788	-1.68972	26340	33540
134	7.74	1.63172	-0.195782	16380	23580
135	7.64	-2.16799	0.349365	27600	34800
136	6.06	-0.000167219	-0.108493	17340	24540
137	3.74	-0.050179	2.31764	22440	29640
138	0.84	0.31527	-0.162202	22200	29400
139	4.75	0.566091	-1.03552	12780	19980
140	2.92	2.03719	0.13194	24060	31260
141	2.45	-1.2832	-1.27854	4080	11280
142	5.09	1.64545	3.28942	11580	18780
143	0.19	-2.58883	-1.88071	960	8160
144	3.28	0.666879	0.995231	16800	24000
145	7.18	0.541311	-0.783064	23100	30300
146	2.25	-3.22065	-3.37926	17280	24480
147	4.87	-1.44277	-1.07856	9300	16500
148	6.76	0.892309	-0.883474	26460	33660
149	1.5	-6.57117	0.497049	1860	9060
150	7.23	-6.50908	-2.5867	4320	11520
151	5.54	2.34612	-1.49449	8460	15660
