nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
213	3	10	200	25	6	4	6	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-5.63728	-4.86489	
1	7.13022	1.6009	
2	1.84517	5.80619	
No.	x-cord	y-cord
203	-6.35263	-2.21506	
204	2.99496	-4.51692	
205	-0.146069	2.26473	
206	0.0412563	-0.803027	
207	2.8513	4.91843	
208	-0.289757	4.47089	
209	-2.26339	-4.73377	
210	-2.50295	-6.37924	
211	1.92644	-5.3505	
212	0.30041	0.135053	
No.	p-weight	x-cord	y-cord	t-start	t-stop
109	0.74	-3.66421	-3.95838	6900	14100
110	4.57	1.91265	-1.8904	780	7980
111	3.3	-0.185377	1.84195	6120	13320
112	4.63	0.920707	2.39864	2220	9420
113	6.91	0.118435	0.0262578	11640	18840
114	1.62	-1.89362	-0.567003	9960	17160
115	2.79	1.3545	4.2365	2520	9720
116	3.68	-0.213065	0.141314	5880	13080
117	3.83	-0.364225	-1.55416	1440	8640
118	0.79	2.34097	-1.46016	2520	9720
119	2.04	-1.36897	-0.0259441	2940	10140
120	6.78	-2.43832	4.21597	18120	25320
121	3.54	-0.199652	0.0783319	9120	16320
122	6.78	2.33721	-2.5418	15900	23100
123	6.3	0.485617	-1.06907	12960	20160
124	3.71	-0.995289	1.89485	22140	29340
125	0.94	-0.577773	-3.64	16620	23820
126	7.06	2.53981	2.30478	10140	17340
127	7.36	-2.42245	-0.0524127	20400	27600
128	1.46	0.930768	-0.0603365	1260	8460
129	1.85	-5.59509	-2.29498	14940	22140
130	0.32	2.19546	0.737119	7800	15000
131	6.01	1.81398	-1.87884	19980	27180
132	3.79	-2.28037	0.831869	240	7440
133	3.85	-1.78972	-0.727201	14520	21720
134	0.93	-0.568222	-0.116315	13620	20820
135	2.24	0.618763	-1.39843	11820	19020
136	7.92	0.357773	0.943133	1380	8580
137	7.93	-2.36594	-1.51576	25620	32820
138	6.49	0.203566	-0.101094	7320	14520
139	3.65	1.46273	-0.867086	25020	32220
140	1.05	0.126898	0.521999	20760	27960
141	6.53	0.197744	2.0544	14040	21240
142	1.43	2.01531	0.951621	840	8040
143	4.88	0.367028	0.711831	3480	10680
144	1.09	2.40622	-0.607063	10980	18180
145	5.15	0.242687	0.170979	22440	29640
146	7.35	1.30264	0.532935	10740	17940
147	2.61	-0.0660555	1.63522	180	7380
148	1.35	-0.812865	3.06199	5700	12900
149	3.1	1.80046	-1.22209	12600	19800
150	7.02	-0.248073	0.251059	5400	12600
151	6.26	0.324837	2.07872	2160	9360
152	7.19	0.637593	-1.74652	4620	11820
153	2.85	0.32875	-0.0694663	8280	15480
154	6.67	0.931334	0.311142	23520	30720
155	4.54	0.354622	0.291295	7680	14880
156	3.69	-0.745329	-1.05852	13980	21180
157	2.84	0.223079	0.0824141	28320	35520
158	0.38	-1.53396	0.106794	27900	35100
159	6.43	-0.587456	1.17722	3060	10260
160	5.36	2.1334	0.493705	23760	30960
161	6.25	-2.53028	0.481501	360	7560
162	7.34	-1.82546	1.47265	28380	35580
163	3.84	-0.162911	-0.0233191	13980	21180
164	6.48	0.269656	-0.126876	13260	20460
165	4.69	2.4763	-0.12236	1020	8220
166	4.54	-0.248836	0.0545877	1860	9060
167	1.21	-0.238488	-1.17356	11700	18900
168	1.19	0.360815	-0.734432	14880	22080
169	5.79	1.33967	-1.15224	28140	35340
170	4.83	1.61566	1.53317	16740	23940
171	0.57	-4.2479	-0.182953	2820	10020
172	7.23	1.13623	-0.421051	13440	20640
173	5.97	-0.370203	-0.0824277	16920	24120
174	3.48	0.341481	0.329106	9600	16800
175	3.14	-0.612292	2.75709	19440	26640
176	3.5	-2.77618	3.2364	3480	10680
177	3.03	0.936299	0.0698608	18600	25800
178	0.1	1.97287	-0.652115	840	8040
179	2.32	-0.129225	-2.91501	10680	17880
180	6	-0.197023	3.20411	10320	17520
181	5.8	-1.29874	-0.921378	10140	17340
182	6.71	-0.448455	0.203746	60	7260
183	7.37	1.26488	2.69611	12300	19500
184	8	-2.16604	1.05964	10500	17700
185	0.53	-0.118807	-2.14667	10800	18000
186	3.76	2.92538	-0.96412	12000	19200
187	6.09	-0.0747362	-0.345177	19320	26520
188	2.23	4.8088	-2.88355	23520	30720
189	0.81	0.132427	-0.35906	120	7320
190	6.61	-0.705135	3.30961	24960	32160
191	1.88	-1.01681	1.23349	7020	14220
192	1.78	-0.0993764	-0.707416	11100	18300
193	5.6	-1.24592	-3.1511	15240	22440
194	5.54	-0.582982	0.566676	360	7560
195	1.76	0.886259	-0.652797	13440	20640
196	7.79	0.0745685	-0.339123	4920	12120
197	1.49	-1.21765	0.0979166	25800	33000
198	5.1	-0.994224	0.119577	23280	30480
199	2.77	1.98488	-1.03898	26940	34140
200	2.97	-1.81187	-0.00752215	13980	21180
201	7.36	-4.02775	-2.77696	6900	14100
202	7.2	-0.0139476	0.00517796	1680	8880
