nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
162	2	10	150	25	6	4	5	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-4.09549	5.48537	
1	-4.13162	6.01489	
No.	x-cord	y-cord
152	-5.9329	0.631763	
153	0.199148	0.0406428	
154	1.63779	1.62018	
155	-1.01919	1.40916	
156	5.49993	5.04507	
157	0.261989	-0.0675077	
158	-4.65734	-3.98835	
159	2.4372	0.581664	
160	-1.93012	0.196157	
161	1.42652	2.59409	
No.	p-weight	x-cord	y-cord	t-start	t-stop
65	0.97	-1.26687	0.683973	5580	19980
66	6.45	-0.708231	-0.761367	23820	38220
67	0.15	1.69356	5.48767	22560	36960
68	3.37	-2.40033	-0.182032	3480	17880
69	5.53	2.59409	0.0260796	28200	42600
70	5.09	2.10344	-0.103936	9540	23940
71	4.42	1.16034	1.47931	25500	39900
72	5.78	-2.18307	1.29252	14580	28980
73	7.12	-1.10759	2.26107	14280	28680
74	8	0.378828	0.515237	2100	16500
75	4.25	0.367182	-0.021731	12000	26400
76	4.46	0.412645	0.452955	25560	39960
77	7.67	0.651756	0.402193	1320	15720
78	1.88	1.83963	-0.863728	1860	16260
79	0.24	-5.18245	-4.1193	4740	19140
80	3.44	-0.0310515	0.0117177	6120	20520
81	7.93	-3.5402	-5.15045	10740	25140
82	2.16	-3.22936	1.54425	16920	31320
83	5.87	-2.10254	2.07045	28560	42960
84	4.38	0.652915	-0.139583	1200	15600
85	4.28	0.300948	-1.35895	3120	17520
86	6.67	0.115138	-0.141203	21420	35820
87	3.85	-4.14738	-1.25653	1620	16020
88	1.13	-7.35742	-1.13152	22080	36480
89	5.18	0.154657	0.700233	360	14760
90	7.27	2.24938	-1.57781	23760	38160
91	3.69	-0.86981	0.325819	2160	16560
92	7.13	1.925	-0.101987	660	15060
93	2.64	0.414366	0.773051	2040	16440
94	6	-3.38628	1.93894	960	15360
95	3.1	-3.12437	-1.69138	4740	19140
96	3.25	-4.00082	-3.29204	3840	18240
97	5.35	-5.11533	-1.18058	7620	22020
98	6.22	-0.674271	3.38608	27480	41880
99	3.27	-1.04409	0.478065	9180	23580
100	5.25	0.223599	0.123977	6360	20760
101	7.64	-5.26436	0.671507	780	15180
102	7.64	-0.827692	2.66864	1260	15660
103	7.07	-0.632755	-2.55999	300	14700
104	6.01	-0.321185	-1.11037	16500	30900
105	3.37	-1.15077	1.96532	22020	36420
106	6.78	-0.121908	0.0156899	21240	35640
107	1.45	1.47614	1.09813	2160	16560
108	7.53	-0.00667448	0.0311076	24540	38940
109	2.62	0.113786	-0.154413	16200	30600
110	6.13	3.145	3.38538	60	14460
111	5.18	-2.3826	-1.09329	7320	21720
112	4.06	-2.29681	-0.698206	2880	17280
113	4.99	-2.23207	-2.31003	3480	17880
114	1.51	2.86081	-0.999798	18900	33300
115	6.03	1.81933	0.164563	6720	21120
116	5	0.980632	1.36133	10920	25320
117	2	-0.0716221	0.107953	18840	33240
118	7.09	0.249246	0.0664721	960	15360
119	5.5	0.10433	-0.0398958	4260	18660
120	3.91	-5.37012	-2.15236	3360	17760
121	6.48	2.93669	-0.836039	240	14640
122	3.67	-2.23215	0.946148	23520	37920
123	4.77	-2.19674	-1.99958	16500	30900
124	6.05	-0.161914	0.0542204	13740	28140
125	7.96	-0.980784	-0.199814	20220	34620
126	5.82	2.22234	0.248954	15060	29460
127	1.31	-0.381243	0.679492	7140	21540
128	7.3	-0.0874813	-0.165796	28440	42840
129	0.7	0.437198	-0.2883	12060	26460
130	3.18	-2.06412	-0.922143	13320	27720
131	3.71	-1.09792	0.682496	6180	20580
132	4.04	0.356906	-1.09411	4860	19260
133	6.86	-0.8788	-1.68972	26340	40740
134	7.74	1.63172	-0.195782	16380	30780
135	7.64	-2.16799	0.349365	27600	42000
136	6.06	-0.000167219	-0.108493	17340	31740
137	3.74	-0.050179	2.31764	22440	36840
138	0.84	0.31527	-0.162202	22200	36600
139	4.75	0.566091	-1.03552	12780	27180
140	2.92	2.03719	0.13194	24060	38460
141	2.45	-1.2832	-1.27854	4080	18480
142	5.09	1.64545	3.28942	11580	25980
143	0.19	-2.58883	-1.88071	960	15360
144	3.28	0.666879	0.995231	16800	31200
145	7.18	0.541311	-0.783064	23100	37500
146	2.25	-3.22065	-3.37926	17280	31680
147	4.87	-1.44277	-1.07856	9300	23700
148	6.76	0.892309	-0.883474	26460	40860
149	1.5	-6.57117	0.497049	1860	16260
150	7.23	-6.50908	-2.5867	4320	18720
151	5.54	2.34612	-1.49449	8460	22860
