nodes	ndep	nstat	ncus	speed1	speed2	nv1	nv2	stv1	stv2	Q	T	dl	ft	cv1	cv2
222	2	20	200	25	6	4	6	1	1	1400	60	5	30	0.2	0.5
No.	x-cord	y-cord
0	-5.19471	-3.55862	
1	-6.72798	1.2013	
No.	x-cord	y-cord
202	-4.35938	3.31651	
203	-0.420022	2.46764	
204	-2.68346	-1.79213	
205	3.90712	0.68192	
206	3.98575	-2.53752	
207	4.35842	3.78193	
208	1.96297	5.60083	
209	-1.21509	1.48382	
210	0.626601	-0.555339	
211	1.37864	2.00425	
212	-1.63262	4.64191	
213	3.54862	-5.61608	
214	-4.08098	-0.319224	
215	-2.67724	-0.780019	
216	-4.30048	-3.4455	
217	6.37865	3.56123	
218	-3.0303	-0.213456	
219	-2.52727	2.28692	
220	3.77234	-0.7701	
221	-0.516518	-2.26437	
No.	p-weight	x-cord	y-cord	t-start	t-stop
172	3.92	-0.0726603	-0.0258914	7140	21540
173	1.55	3.28944	1.89706	12000	26400
174	2.15	0.638502	0.126742	4140	18540
175	3.08	0.965059	3.02493	8940	23340
176	1	0.334089	-0.125371	20520	34920
177	1.47	3.01799	-0.239944	25440	39840
178	6.78	0.0584143	-1.15097	10260	24660
179	4.36	-0.0153702	-1.05346	3120	17520
180	5.45	1.35316	0.314033	2700	17100
181	3.71	3.91348	-1.33133	1980	16380
182	5.66	1.68085	1.22117	27240	41640
183	2.19	-0.688483	2.52968	26580	40980
184	1.82	2.89736	1.25221	14460	28860
185	4.54	0.133364	-0.441508	13380	27780
186	7.88	-2.70365	1.37556	15660	30060
187	5.96	-1.23398	-1.68879	24900	39300
188	1.97	0.132599	-0.38887	24900	39300
189	4.23	1.0816	-2.0037	15180	29580
190	2.18	2.37829	1.34913	9960	24360
191	1.77	1.28061	-2.20359	12540	26940
192	0.76	-0.678512	0.585684	16320	30720
193	0.28	-1.41575	-2.89615	60	14460
194	3.43	-0.854915	-0.776243	26040	40440
195	1.95	-2.14304	-0.894694	11460	25860
196	5.48	-1.12737	-0.0740383	3960	18360
197	3.4	0.288294	-2.05267	13200	27600
198	6.27	0.172102	0.455657	26040	40440
199	3.31	0.368587	2.24904	600	15000
200	2.69	1.31793	-3.37782	20040	34440
201	7.1	-0.576172	2.98174	19200	33600
